STATE,DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,0V,DEC,ANNUAL RAINFALL,FLOOD 
108,108001,2000,0.1410432364142043,0.26053689958473664,0.4146916819153862,0.4050151597991948,0.42807262569832405,0.25373060822457527,0.051149219959509336,0.21009410624569635,0.31237691486642916,0.5369215466472993,0.24197395776343145,0.2168940146064818,0.2737082175627028,0
108,108001,2001,0.14128863964807356,0.06327044436451625,0.33492801869529754,0.47472538396540587,0.32018156424581007,0.1258310760896331,0.18570124250724462,0.2821402157557828,0.18799140095311118,0.39382983090452656,0.15328810591968484,0.13151273647132422,0.1372134774126703,1
108,108001,2002,0.05235268989211347,0.07737958996828305,0.1445578606230296,0.4413489736070381,0.13791899441340782,0.10236394976606747,0.0848517327617006,0.07107699370074724,0.30759632586178387,0.24983816726400052,0.184790458474669,0.2862680031008174,0.05513430430277819,1
108,108001,2003,0.07201221562764148,0.188061995226106,0.37659560395952285,0.17600278343854067,0.09735800744878956,0.27653287367643437,0.18772577507840102,0.4784881793374308,0.23675942211999582,1.0,0.17399058978006346,0.174393776605149,0.27046612133902925,1
108,108001,2004,0.10511438517400906,0.11141810809927083,0.2165391653255142,0.27138525771658634,0.15322392923649905,0.2253632110317656,0.14354332896669442,0.22868582795644077,0.21236037823779677,0.4918294204019767,0.10369843527738265,0.15595207333161065,0.08926343431954874,1
108,108001,2005,0.0731665197276933,0.07206618055782625,0.14433739720893315,0.23363487250857395,0.5407355679702047,0.19273577936468853,0.17780159580802668,0.22108591976741218,0.10031720260376738,0.39615074916715354,0.27296203085676773,0.38761577064831565,0.15676873150651682,1
108,108001,2006,0.07923797751379257,0.20351175489651113,0.33611852113141816,0.22463840151100953,0.6558717411545623,0.27372568332922925,0.1622007859949982,0.15049348397133455,0.1702972083164209,0.2550483919352038,0.14613196192143563,0.16364971643841203,0.12065762903822996,1
108,108001,2007,0.14031611572125827,0.05651832717522807,0.21567935801053814,0.44313832695462,0.17187500000000003,0.1500369367150948,0.26037076733754116,0.2595445155696106,0.33128880470241595,0.4147180952681687,0.11448736185578293,0.186511444464089,0.14628636857220192,0
108,108001,2008,0.09957008989029566,0.12291142137788967,0.3373531162503582,0.3685570853422139,0.18982774674115455,0.3560945579906427,0.2535826287166051,0.3239907168906684,0.2894511342623912,0.42703317176374006,0.3281102965313492,0.3313386554964708,0.27521103183912726,1
108,108001,2009,0.15048671641384073,0.1632115881372004,0.5490200401243414,0.4187832397236444,0.5925279329608938,0.06702782565870476,0.23784288039379142,0.6770804111091275,0.15894706775507753,0.2474856718821542,0.31137980085348504,0.2921024357736403,0.30748264607323644,1
108,108001,2010,0.08408241913054543,0.056207697086616756,0.16508300447540727,0.28945275610119786,0.19494878957169465,0.4360748584092588,0.2151562065817157,0.18112264415597665,0.10009170312241618,0.2888990637384152,0.37478936426304854,0.3675828584640074,0.16534068457390705,1
108,108002,2000,0.18007143960808195,0.25664584900107906,0.306730748032364,0.42415129976639004,0.29623486964618245,0.19628170401378972,0.04068913500853479,0.19239499120144857,0.2959304860265488,0.49053475851398076,0.14521282416019257,0.2188932258020645,0.20872627933677043,0
108,108002,2001,0.1744089872117648,0.09761959258411536,0.3239489406732952,0.5101396689696307,0.2340840316573557,0.12605269638020192,0.13129689174705253,0.21055316110275177,0.16916971090966493,0.37568877591297345,0.13931502352554986,0.13602796175658582,0.12112123012971501,0
108,108002,2002,0.08667278659916562,0.11795768891214073,0.19158270684979828,0.4589442815249267,0.17364990689013038,0.07185422309775917,0.06379262434996626,0.03254188875570632,0.30830289090335095,0.2550010262563746,0.1399277820330452,0.2610670619755471,0.05804970177070723,1
108,108002,2003,0.11034965416322041,0.27055880718045977,0.30725986022619545,0.292807793627914,0.135707635009311,0.25698103915291803,0.15608749156444757,0.3376603504118742,0.20248350095461448,0.8898747967222951,0.15688806215122003,0.18554583905669875,0.2525039126065271,1
108,108002,2004,0.14620579333412104,0.1819311382140405,0.26775281642011506,0.31020428450718235,0.11920972998137802,0.15449396700320117,0.1844309475606367,0.13993522225905997,0.17440129887701264,0.44479530132466016,0.10055804792646897,0.17036815406166272,0.09710731587413693,1
108,108002,2005,0.07768375703262045,0.07185364418140798,0.15262682157895896,0.3041403648292659,0.4065118715083798,0.15353361241073626,0.16466198245405106,0.31741093060620745,0.10861558351749125,0.43772202661951154,0.2577962577962578,0.35092276516748494,0.1558570864071538,0
108,108002,2006,0.10913172700253583,0.28376876042245697,0.375603518596089,0.37255827824444554,0.55737895716946,0.2287860132972174,0.1368345837799214,0.205886103389355,0.2019573354981284,0.28130476656614617,0.15305832147937412,0.20065552367093256,0.17899358114730385,1
108,108002,2007,0.18007143960808195,0.07991367753327012,0.20600101413170482,0.4798449227098763,0.12104283054003723,0.15525732578182713,0.24955341193283312,0.23582668128841394,0.26359386040078775,0.3764466267742394,0.1236130867709815,0.20111792626038708,0.14259000550720766,0
